review,sentiment_label
"Mind blowing purchase, its dell everything full fills you...Just got it...The mouse pad✅O.S. Booting vey fast✅Working very smoothly✅Feeling like its worth it✅Very fast laptop✅Guys, really have it..If you are looking for i3 laptop, its totally filled with everything.🤘✅READ MORE",positive
"It was an excellent deal. Fully satisfied with the product.This one comes with 512gb of nvme ssd which provides lighting fast performance.Display of this laptop is also amazing. This one comes with windows 11 out of the boxI think at this price point it delivers value for money deal, considering brand dell.READ MORE",positive
After using it 4-5 month I'm changing my review here.Heating problem.Battery backup is not upto the mark.Audio jack stopped working after some time.Hanging issue.Software updation not work properly Don't waste your money to by this dibba. Headache product from Dell.READ MORE,negative
Built Quality Good and Platinum Silver Looks Premium.READ MORE,positive
Best building quility also good features right speaker 🔊 have not working properly some scratches are hearingWhen we increase the sound fully  of dj there is an issueREAD MORE,positive
Totally satisfied with this deal of dell. Worth of money to buy this product. This product though 15.6 but looks like very compact and sound quality is also amazing. Just go for itREAD MORE,positive
Very Amazing laptop. With high quality plastic body. And display and quality both are good.READ MORE,positive
Nyc laptop...READ MORE,positive
Battery backup issue 😐but it's performance is too good I m totally satisfied with this laptop tnku FlipkartREAD MORE,positive
I purchased it especially for coding purpose and yeah dell justifies it's value 👌READ MORE,positive
I think this leptop is good for students for long time use of screen and heating of this device is very low that's why we will use this leptop long timeREAD MORE,positive
This product is also good. I would say go and buy this product..READ MORE,positive
Heating issueREAD MORE,positive
Very heating and hangingREAD MORE,negative
Nice productREAD MORE,positive
supper fast leptop...working verry fast ..READ MORE,positive
Good performing laptopREAD MORE,positive
battery is not full charge 99%READ MORE,negative
Nice laptopREAD MORE,positive
Worthy lapREAD MORE,positive
Best laptopREAD MORE,positive
Flipkart always provide good and quality productsREAD MORE,positive
Awesome productREAD MORE,positive
Good laptop . I liked the silver colourREAD MORE,positive
Awesome laptop cost worth it and best optionREAD MORE,positive
"Very Nice and Beautiful. Very Fast Due to SSD. Display quality is Pretty Nice. Light and Thin. Compact, And durable , Quality upto the mark (Plastic Making). Very good for Students and Office work. Not for hard core gamers.READ MORE",positive
This is my first largest order on Flipkart and I am totally satisfied with the product safely delivered to my home and get the exact what I have ordered and product is working properly design is awesome and running smoothly ..........good experience with Profitable and trustable. Flipkart is the only one who provide the COD option for these large amount products. Thanks for providing good service. 🤝READ MORE,positive
Nice products is very very goodREAD MORE,positive
Very Best Laptop At This Price But (Secret-Buy It On Festivals So You can Get Discount On It 👍🏻😜)READ MORE,positive
Fully satisfiedREAD MORE,positive
Over all good product. Technicality good and slim. Looking ia vey good. Prosser is fast. I like this type laptop. Delivery paking so good. Delivery date is reasonable. Not longer.READ MORE,positive
NiceREAD MORE,positive
Almost good but battery quality very poor.READ MORE,negative
Fan getting sound only after 8 days.. heating issue in normal use.READ MORE,negative
got it yesterday..good display and sound quality..READ MORE,positive
Excellent product ....I am satisfied ...READ MORE,positive
NiceREAD MORE,positive
Good product.... budget friendly n worthy...... Dilivery Boy was also very kind ..... Happy after receiving it ......READ MORE,positive
It is a good product I love to buy itREAD MORE,positive
Very badOverheatingWaste of moneyDell service is too bad Flipkart customer service is not helpingThey don't return the order within the return dateREAD MORE,negative
Good qualityREAD MORE,positive
Working well with proper functioningREAD MORE,positive
This product is good with good properties. My experience with this product is awesome. And I think I take very good decision to choose this product.READ MORE,positive
Good Laptop For Student Purpose Also Heavy Task Run SmoothlyREAD MORE,positive
Over heatingREAD MORE,negative
goodREAD MORE,positive
Nice productsREAD MORE,positive
ExcellentREAD MORE,positive
Good product in minimum budgetREAD MORE,positive
Good performanceTq FlipkartREAD MORE,positive
Thi slaptip is very wonderfulREAD MORE,positive
All is goodBut in description it was mentioned that it has RJ 45 connector.But in reality it is not present.So if you wana connect this with lan cable..Then u need to go for dell vostro 3510Coz it has RJ45 with same config.READ MORE,negative
This laptop is good no doubt but some specifications are wrong There is no backlight keyboard The display is not 120hz Otherwise in this price this is the best laptop and the brand is unbeatable dell is always considered as best for laptosREAD MORE,positive
Very Awesome leptop 🥰🥰Good quality ☺️READ MORE,positive
The touch pad is not working after 1 monthREAD MORE,negative
best prdt in this price rangeREAD MORE,positive
Best in the market so amazing fabulousREAD MORE,positive
Awesome product.Worth it for cost.Best option in this price range.READ MORE,positive
"Got partially Defected product, within 2 months Mother board has been changed...still there are problems regarding display and touch pad... Utterly disappointed...plz plzz plzz don't buy online...READ MORE",negative
Very nice good productREAD MORE,positive
"Best laptop for students,and amazing processor.. value for money,must purchase this productREAD MORE",positive
It is amazingREAD MORE,positive
"Very bad product,after using 1month its going to sutdown even not on,,,fsltu product faltu,,😡😡😡😡😡🤬🤬🤬🤬🤬faltu waste of my money,,,,Dell lose my trust,,READ MORE",negative
Working very smoothly satisfactoryREAD MORE,positive
Amezing productREAD MORE,positive
It's the genuine and trustableREAD MORE,positive
Good productREAD MORE,positive
Smooth and very niceREAD MORE,positive
working  slowREAD MORE,negative
Amazing laptop for tredingFully satisfied great serviceREAD MORE,positive
GoodREAD MORE,positive
All fineREAD MORE,positive
Good workingREAD MORE,positive
"Nice Product ! This one comes with 512gb ssd which provides lighting fast performance. And design is also good.Display of this laptop is also amazing. This one comes with windows 11 out of the box I think at this price point it delivers value for money deal, considering brand dell.READ MORE",positive
"Good product, laptop become heat in half an hoursREAD MORE",negative
Overall goodREAD MORE,positive
Heating moreREAD MORE,positive
Veri nice productREAD MORE,positive
BestREAD MORE,positive
"Good product most advantageous combination of cost, quality and sustainability .READ MORE",positive
Very impressive quality and performance. Highly recommended.READ MORE,positive
"Very bad. Over heating, cooling fan not working. Display fixed was not clear. I can't place replace also. Total money waste.READ MORE",negative
It's design flaw.. fan placement is wrong and it causes heating problemREAD MORE,negative
Superb condition 👌👌👌READ MORE,positive
Still smoothly running.READ MORE,positive
Keyboard Light not Avelable and over heating But Working Very goodREAD MORE,positive
ExcellentREAD MORE,positive
Really it's amazing'Smooth as no other haveBattery 🔋 amazing 😍Display also very beautifulGo and buy this at a bestREAD MORE,positive
CollREAD MORE,positive
